age,monthly_income,employment_years,existing_loan_amount,loan_amount_requested,loan_tenure_months,credit_card_utilization,missed_payments_last_12m,utility_payment_score,mobile_recharge_consistency,employment_type,residence_type,defaulted
51,115429,5.3,108412,56379,12,18,4,61,43,unemployed,owned,0
60,32308,19.0,35059,67742,60,17,7,95,47,self_employed,owned,0
33,19955,21.9,18552,317706,60,57,6,21,97,salaried,rented,1
38,96297,1.3,54600,164509,48,17,3,92,44,self_employed,rented,0
43,109441,11.8,191680,77647,96,30,1,29,66,self_employed,rented,0
47,107607,4.4,62389,313628,84,50,8,36,71,salaried,owned,0
45,28172,12.6,49523,68041,48,72,7,94,55,salaried,owned,1
21,113949,8.9,198193,308514,72,52,1,62,71,self_employed,owned,0
32,97826,20.6,18940,337014,24,25,8,20,97,unemployed,family,1
26,79388,11.7,7533,92007,120,28,7,79,34,salaried,owned,0
42,101051,14.0,214097,258011,84,20,2,30,77,salaried,rented,0
37,58710,2.7,219716,247969,72,62,4,47,81,self_employed,owned,0
59,87195,4.6,139703,89152,48,23,8,34,84,unemployed,rented,0
60,107974,9.2,131601,193001,60,45,7,44,61,salaried,owned,0
27,109481,18.0,79849,378832,24,30,1,25,53,salaried,rented,0
40,25258,24.3,68759,236555,84,37,5,55,47,salaried,owned,0
54,41132,10.6,26001,130263,60,62,2,93,94,salaried,rented,0
23,103804,24.0,8781,364077,72,20,1,47,97,self_employed,family,0
32,37076,3.9,188698,277093,24,49,8,52,39,salaried,owned,0
55,116460,21.8,181663,205178,36,25,3,35,91,salaried,owned,0
34,40455,15.6,91923,307377,12,30,4,23,76,self_employed,rented,0
26,53089,20.7,96848,211769,48,56,2,76,54,salaried,family,0
50,42843,2.9,190003,340204,72,22,9,81,75,salaried,family,0
45,90082,7.9,154858,130251,84,13,7,65,89,self_employed,owned,0
49,109991,17.8,42138,370887,12,87,0,48,35,salaried,owned,0
27,31907,23.6,128426,67598,60,7,4,83,89,self_employed,family,0
51,57223,12.8,97945,121134,24,97,10,79,20,salaried,rented,1
51,118665,23.7,164742,91873,84,91,3,35,74,salaried,owned,0
24,77174,12.0,152521,257394,96,60,7,52,28,self_employed,owned,1
46,52928,13.7,144029,324497,120,88,4,59,54,self_employed,owned,1
38,114104,15.4,132929,317983,84,42,5,48,84,salaried,family,0
41,31962,4.3,86480,143066,96,58,6,76,50,unemployed,owned,1
38,30035,17.4,217520,332631,48,28,1,30,39,salaried,rented,0
47,85818,9.3,102462,162509,60,46,8,63,73,self_employed,rented,0
25,18169,7.2,171116,247428,120,75,2,75,50,salaried,family,1
44,98777,4.6,136296,298787,12,7,5,37,64,salaried,owned,0
32,60925,13.4,105640,111558,120,28,1,28,52,salaried,rented,0
53,79242,6.5,108232,109592,72,85,4,79,34,self_employed,owned,0
29,79892,9.4,165314,150437,48,95,2,24,23,salaried,owned,1
60,47250,10.9,159839,231087,36,83,10,80,56,unemployed,rented,0
33,48278,15.9,94034,133882,48,45,8,52,67,salaried,owned,0
54,58372,9.8,118065,201209,24,55,9,86,35,salaried,owned,0
59,74160,18.8,13465,212972,96,87,5,34,20,salaried,owned,1
56,52049,9.8,135759,360558,48,30,3,63,81,salaried,family,0
44,43199,12.7,71070,359484,60,7,8,54,77,salaried,owned,0
49,38200,12.8,162760,122801,96,63,1,58,20,unemployed,family,1
45,51628,1.3,130344,365368,120,17,7,50,75,salaried,family,0
49,116014,8.6,70936,240576,36,19,6,57,41,self_employed,rented,0
28,114356,12.9,137686,138529,72,37,10,91,60,salaried,rented,0
29,32745,24.1,181868,241195,60,59,3,44,51,salaried,rented,0
57,105855,13.4,38668,279537,84,80,0,32,79,salaried,family,0
24,108497,20.0,60027,153074,96,12,10,35,96,self_employed,owned,0
60,86527,20.2,181226,263144,72,13,4,47,72,salaried,owned,0
57,25284,8.6,188237,228581,36,14,9,25,94,salaried,rented,1
41,88392,19.6,72029,55918,60,68,6,27,84,unemployed,owned,1
49,50364,8.2,73173,270358,12,6,7,94,78,self_employed,owned,0
51,75285,12.9,198793,250277,60,38,9,39,60,self_employed,family,0
37,87784,22.2,99891,347689,72,44,6,89,27,salaried,owned,1
60,76099,10.5,102271,240361,48,13,7,67,98,salaried,owned,0
51,52625,3.2,56656,171499,60,89,1,39,89,self_employed,owned,0
51,21071,6.0,89294,148009,84,83,6,85,67,salaried,owned,1
45,102258,15.2,49493,375894,60,53,8,97,49,salaried,rented,0
26,67322,24.0,163207,313144,60,72,1,35,78,salaried,rented,0
32,60595,12.0,135864,111996,72,31,2,59,75,self_employed,rented,0
59,85330,2.7,137460,52949,120,47,5,54,42,salaried,owned,0
59,111587,6.2,209610,377821,84,11,0,82,90,salaried,owned,0
34,62389,19.2,1720,260381,24,67,7,43,46,self_employed,owned,1
25,32828,6.0,146667,275679,72,62,9,73,91,salaried,owned,0
31,51957,0.1,127609,166578,36,76,1,60,98,self_employed,rented,0
40,45398,23.5,37396,186267,84,67,4,21,20,self_employed,owned,1
36,76791,13.7,74629,86734,24,79,5,87,79,self_employed,family,0
24,72028,17.4,60851,188601,12,52,1,45,24,salaried,rented,0
44,45007,4.7,148172,109816,120,26,3,48,35,salaried,owned,0
59,94015,10.4,192611,338631,24,89,7,62,59,salaried,owned,0
29,103160,17.9,57561,230393,36,90,1,60,71,salaried,owned,0
31,57444,22.1,218844,309929,60,55,8,81,92,salaried,rented,0
43,114561,1.8,122448,78443,48,94,5,94,77,self_employed,rented,0
55,114019,22.7,146493,309124,120,86,4,32,78,salaried,owned,0
60,103133,19.6,161443,163043,84,81,3,93,58,self_employed,family,0
42,82452,4.6,34392,76926,48,45,2,35,27,salaried,family,0
37,72709,13.2,23339,177086,120,80,3,51,29,salaried,rented,0
39,93341,3.4,207741,219624,36,40,9,45,82,self_employed,owned,0
27,78925,9.9,211218,341437,72,94,1,20,51,self_employed,family,1
25,71971,6.9,10975,190148,12,34,9,79,71,salaried,owned,0
22,75244,15.3,72500,178252,120,80,1,33,58,self_employed,owned,0
57,32703,4.2,98503,126883,60,41,1,87,60,self_employed,owned,0
47,113881,7.3,175436,91451,72,7,9,98,67,unemployed,rented,0
45,87058,20.7,19394,169883,60,33,1,63,48,self_employed,rented,0
37,94658,5.8,35176,321217,36,25,3,66,98,self_employed,owned,0
51,39912,19.3,112507,137200,60,61,1,96,49,salaried,rented,0
31,76173,16.8,115913,154436,12,74,7,37,52,self_employed,owned,1
23,19625,22.1,43292,236144,60,6,6,54,68,self_employed,rented,1
25,82485,3.6,194900,311748,72,33,2,93,34,unemployed,owned,0
42,75069,7.3,28439,186537,48,5,0,29,67,salaried,owned,0
37,19634,6.0,153165,136071,36,91,8,48,59,salaried,owned,1
45,73658,5.0,155577,73314,84,59,9,60,90,salaried,rented,0
38,20477,23.1,106583,208017,60,57,5,28,62,salaried,rented,1
35,24594,0.3,35942,325639,120,30,4,93,36,self_employed,owned,1
41,116951,24.9,10825,299199,60,87,2,85,38,self_employed,owned,0
58,107692,6.8,7896,77453,12,13,0,62,75,salaried,family,0
51,96273,1.3,189595,276618,60,82,6,58,58,salaried,rented,1
28,70794,14.6,217675,324427,36,93,8,75,92,salaried,family,0
58,48664,21.0,131076,217637,84,29,5,80,36,salaried,family,0
26,59400,3.2,176168,261116,12,51,7,95,56,salaried,owned,0
28,21104,0.9,195907,243432,60,44,7,66,28,salaried,family,1
51,106936,14.3,141818,190627,120,9,0,38,20,self_employed,owned,0
54,82772,21.3,199456,77013,96,71,9,69,28,salaried,rented,0
30,104900,22.1,34891,245596,12,81,1,67,66,salaried,owned,0
32,49783,17.6,105334,69381,24,63,5,56,38,salaried,family,0
54,45008,4.2,160956,351209,24,22,4,39,46,salaried,owned,0
23,112252,10.5,184461,320991,60,47,6,81,38,salaried,owned,0
29,110692,23.4,55051,360286,60,76,4,81,76,salaried,owned,0
58,113178,18.1,163255,130692,24,36,7,25,34,salaried,family,1
21,43380,24.4,114552,359494,60,86,7,54,50,salaried,rented,1
44,100914,11.2,112409,244604,24,52,0,38,32,salaried,family,0
59,91422,3.5,150767,208777,24,51,1,80,72,self_employed,owned,0
56,103742,15.3,143827,233533,60,6,10,48,27,salaried,family,0
41,61254,14.7,189755,239082,48,81,7,43,21,self_employed,family,1
41,72252,0.4,166703,268965,60,22,0,97,42,self_employed,family,0
36,99020,20.4,121586,74809,96,16,0,69,22,unemployed,rented,0
35,100721,20.3,58708,121178,36,32,10,40,51,salaried,owned,0
52,112470,22.8,83527,158927,84,94,5,71,24,self_employed,owned,1
27,40569,2.0,103664,165599,120,26,4,60,94,self_employed,family,0
35,99394,15.9,37515,195941,120,38,3,93,74,self_employed,rented,0
58,67794,17.4,208522,290452,48,79,1,20,64,unemployed,owned,0
50,27140,15.7,15665,328297,24,57,5,45,63,salaried,rented,0
25,119412,9.1,52729,377874,36,12,9,41,91,salaried,owned,0
38,101815,15.1,2355,91979,72,26,10,88,21,salaried,family,0
54,71609,3.1,164053,214475,96,89,7,95,94,salaried,family,0
46,110899,15.5,104922,189408,36,71,9,75,45,self_employed,rented,0
47,84708,0.3,48432,270897,84,77,9,44,26,salaried,owned,1
31,114918,7.2,71303,210924,36,76,2,89,31,self_employed,family,0
44,28796,20.6,98428,257243,24,66,10,88,43,self_employed,owned,1
32,32738,6.0,161407,61641,120,55,6,22,41,unemployed,rented,1
47,64615,21.1,30719,144706,60,12,4,21,46,salaried,family,0
47,18529,16.6,161722,305924,24,30,7,81,81,self_employed,owned,1
22,52309,11.6,8030,192457,36,10,10,89,74,self_employed,rented,0
54,72864,4.7,183180,361192,60,36,0,29,39,salaried,rented,0
36,104249,8.1,213016,153926,24,69,7,21,64,self_employed,rented,0
30,26556,18.9,36371,246488,48,27,2,55,21,self_employed,family,1
39,101199,0.4,170020,311085,60,78,3,87,51,salaried,owned,0
36,117280,3.6,169485,119641,120,68,4,59,23,salaried,owned,0
29,37903,12.0,5364,158525,36,20,9,33,72,self_employed,rented,0
37,45962,22.6,134202,244679,72,13,2,98,94,salaried,owned,0
28,85742,17.1,84661,316596,48,6,9,77,70,salaried,rented,0
45,44230,20.9,6049,311064,96,34,1,90,88,salaried,rented,0
50,65419,6.0,92103,361982,60,86,0,92,60,unemployed,rented,0
33,40227,16.1,178092,378867,48,30,5,22,70,salaried,rented,0
40,49881,5.5,135668,374627,12,25,5,54,83,self_employed,rented,0
55,18626,20.7,103194,248005,60,44,8,66,72,self_employed,rented,1
45,85524,14.9,104401,312287,72,96,5,34,38,salaried,family,1
27,87134,17.9,110382,79352,84,33,7,21,61,salaried,owned,0
27,61818,6.8,23402,195904,36,33,8,73,29,unemployed,owned,0
28,47459,15.9,145492,139196,36,50,8,28,54,self_employed,owned,1
27,105988,3.0,6516,230515,12,89,4,59,41,self_employed,owned,1
41,84064,17.2,9162,326711,24,9,10,70,48,self_employed,owned,0
30,70276,4.8,185841,192997,72,45,6,67,90,salaried,rented,0
41,88053,21.4,93598,358913,96,22,2,26,67,salaried,rented,0
22,36345,10.7,79102,356653,84,65,7,83,75,self_employed,rented,0
58,79074,10.0,115219,284045,72,49,5,76,58,self_employed,owned,0
33,68193,24.5,116545,98318,24,56,2,65,45,salaried,owned,0
35,118061,14.0,43748,351157,24,73,7,94,45,self_employed,rented,0
50,62560,15.2,65466,377942,96,86,2,81,65,unemployed,owned,0
41,86175,18.5,37402,62181,96,14,3,87,93,self_employed,rented,0
56,62046,7.5,166357,77159,96,79,4,64,51,salaried,owned,0
34,71475,7.5,106571,144926,120,46,0,68,93,salaried,rented,0
21,70069,23.9,69662,291476,60,5,5,67,22,salaried,owned,0
47,18009,8.1,128262,72744,60,66,8,77,28,self_employed,owned,1
32,90861,11.7,62192,239601,96,56,8,65,75,salaried,rented,0
60,93980,16.4,16104,374999,72,41,7,30,83,self_employed,family,0
27,73405,13.2,127918,198232,60,72,9,70,35,self_employed,family,1
48,19861,0.4,3082,183539,60,31,5,88,49,self_employed,rented,1
21,24191,10.4,123514,67518,96,85,6,23,51,self_employed,rented,1
44,47111,0.5,171669,290167,48,40,1,66,39,salaried,rented,0
26,36538,13.4,64422,155283,12,82,4,50,87,salaried,rented,0
55,82423,21.9,92220,149033,96,43,1,42,73,salaried,family,0
48,100912,21.8,115181,189716,72,92,8,69,29,self_employed,rented,1
37,35132,18.9,100415,128903,60,73,8,78,84,salaried,rented,0
31,116366,14.0,91408,152213,84,49,5,39,39,salaried,owned,0
54,26146,5.8,45630,234964,24,49,7,34,70,self_employed,rented,1
40,71754,11.4,49706,363260,12,89,4,58,33,salaried,rented,1
25,45186,12.6,52364,230782,24,38,6,51,66,salaried,rented,0
38,88357,17.4,192899,340637,72,43,7,72,42,salaried,family,0
39,84892,21.9,126976,161109,96,7,10,43,33,self_employed,rented,1
51,52045,5.0,207848,270692,60,97,1,81,40,self_employed,owned,0
39,63823,13.8,133250,222067,12,20,8,43,94,salaried,family,0
21,32299,1.4,99210,178631,12,6,10,33,97,salaried,rented,0
38,91526,18.9,64785,210042,12,32,9,24,74,self_employed,rented,0
25,87877,23.4,121041,142276,96,11,3,53,60,salaried,owned,0
53,114682,4.2,11361,139882,60,37,6,95,56,self_employed,family,0
51,56078,4.5,85033,307095,96,80,8,48,21,salaried,rented,1
41,44854,12.7,210500,153237,48,26,1,47,24,salaried,rented,0
45,101429,12.8,42615,121625,84,64,2,51,63,salaried,owned,0
33,71823,2.5,128620,221749,84,22,9,77,91,salaried,owned,0
34,27274,23.1,167983,184786,60,44,6,96,25,salaried,rented,1
33,55316,12.2,213271,275775,120,87,8,27,33,self_employed,rented,1
55,114617,10.8,155743,255740,72,38,0,70,66,unemployed,owned,0
46,112883,7.6,21846,206642,12,65,7,34,52,self_employed,owned,1
41,58301,6.1,194835,95004,48,61,1,84,49,self_employed,family,0
52,109780,14.5,39145,130448,24,12,8,25,76,salaried,family,0
53,119782,25.0,159802,379221,24,91,9,42,85,salaried,rented,1
50,74835,24.9,154023,274914,12,34,8,50,53,salaried,family,0
47,53968,10.6,21994,257734,24,47,10,26,28,salaried,owned,1
41,22483,22.1,191618,376905,12,88,7,88,71,salaried,family,1
37,20840,17.1,112937,286925,12,34,4,79,22,salaried,owned,1
51,57341,16.8,207268,198203,84,24,2,64,25,self_employed,owned,0
26,91860,13.7,150497,177414,120,32,10,60,93,salaried,owned,0
37,92092,11.1,115726,84628,36,51,7,61,35,salaried,owned,0
22,43213,7.1,140679,289205,72,85,6,76,45,self_employed,owned,1
24,34372,11.6,101072,51276,36,61,9,31,36,unemployed,owned,1
60,85271,22.9,172458,242064,84,82,1,20,49,salaried,owned,0
24,25733,6.1,81818,228370,48,78,3,34,80,salaried,owned,1
44,94354,12.5,22253,239321,96,77,1,45,69,self_employed,rented,0
59,62776,6.2,116000,368167,36,74,0,69,50,salaried,owned,0
37,86421,1.9,212652,147550,96,18,3,28,31,self_employed,rented,1
41,24537,13.5,209450,161599,60,90,2,31,35,unemployed,owned,1
32,88495,13.1,205448,138270,24,38,5,59,79,salaried,rented,0
39,50550,5.2,24477,130659,72,80,5,57,44,salaried,rented,0
34,114954,15.2,45574,81249,96,70,10,34,23,salaried,family,1
58,91042,17.3,156506,191526,12,74,1,71,79,salaried,family,0
46,94658,6.1,26176,72941,96,32,8,67,28,salaried,family,0
34,65373,10.6,206132,360599,60,14,5,56,20,self_employed,owned,0
38,66139,8.0,51219,306218,120,9,1,86,82,unemployed,rented,0
21,18691,9.9,77793,68574,84,17,2,95,93,salaried,family,0
35,118126,23.5,28872,334815,24,51,7,95,79,salaried,family,0
33,79257,13.3,131530,215852,12,62,9,23,59,salaried,owned,0
21,49888,20.9,181471,214028,12,18,2,49,41,salaried,family,0
28,110440,4.1,69848,372175,48,40,1,65,84,self_employed,family,0
31,28989,18.8,97192,89862,24,10,8,89,20,self_employed,rented,1
24,68841,10.2,97681,365180,48,48,6,32,54,self_employed,owned,0
40,106523,8.8,168444,339051,84,6,6,88,95,salaried,owned,0
37,82506,18.1,126062,181858,72,27,2,57,97,unemployed,owned,0
55,93961,11.1,60077,348358,24,53,0,26,77,salaried,owned,0
41,107012,14.0,6943,88258,72,21,9,64,26,self_employed,owned,0
42,56912,2.8,216361,277253,96,72,10,62,48,salaried,owned,0
43,102490,14.5,178674,83123,120,85,6,51,37,self_employed,rented,1
33,59767,0.2,140618,234874,24,19,2,79,53,self_employed,family,0
45,36692,10.5,205017,377401,120,52,2,23,63,salaried,owned,0
57,91917,14.3,193406,151500,36,87,1,93,79,self_employed,owned,0
34,100695,13.3,97519,264372,12,25,8,76,70,salaried,rented,0
47,88406,2.3,132756,345515,24,7,2,25,89,salaried,owned,0
55,95262,14.6,219610,269998,72,87,0,25,51,salaried,owned,0
56,90877,4.0,137304,192123,36,28,0,85,68,salaried,family,0
39,86547,24.3,12659,144245,72,57,3,80,85,unemployed,owned,0
45,95135,1.3,159384,279548,36,61,3,42,84,salaried,family,0
50,95279,21.9,69923,341472,60,5,8,66,41,self_employed,owned,0
59,87198,3.1,38610,264214,12,53,5,81,75,salaried,rented,0
59,118380,10.9,38493,324352,36,44,1,79,84,self_employed,owned,0
37,40086,13.2,128442,317984,36,46,9,87,70,self_employed,rented,0
28,97391,8.9,32425,377706,72,65,1,80,75,salaried,rented,0
32,88038,24.8,35925,238547,96,59,5,62,63,self_employed,owned,0
59,95028,12.6,17085,190825,48,12,9,96,64,salaried,owned,0
36,31885,21.8,95166,180364,12,46,10,85,68,self_employed,owned,0
35,105640,12.6,11655,272940,96,18,9,33,83,salaried,owned,0
48,99788,11.7,86020,265655,84,90,7,32,77,self_employed,family,1
23,98387,11.4,91914,321054,84,18,3,92,49,salaried,rented,0
58,65714,20.5,11159,75464,60,44,1,89,65,self_employed,owned,0
23,43381,0.2,130714,362158,120,44,3,68,49,self_employed,rented,0
48,59929,13.6,124154,365730,48,42,0,52,90,salaried,family,0
37,27364,5.0,124453,58628,96,71,7,23,49,self_employed,owned,1
26,54653,1.7,132736,128572,84,85,0,75,25,self_employed,rented,0
26,80102,15.5,109991,193308,84,68,0,63,83,self_employed,family,1
23,102847,1.5,9855,54860,12,13,8,39,73,unemployed,rented,1
28,33940,15.4,2055,250970,120,76,7,20,97,salaried,owned,1
36,37617,23.8,192882,266892,48,95,4,64,71,salaried,owned,0
23,110199,12.0,178319,203906,36,87,5,96,38,salaried,owned,0
60,102273,20.9,205314,118277,12,65,6,53,51,salaried,owned,0
28,102463,12.7,214065,156006,96,10,1,63,78,self_employed,rented,0
47,73535,3.8,75066,220706,120,44,10,86,54,salaried,owned,0
57,108744,5.6,191022,101311,96,91,5,68,90,unemployed,rented,0
55,118472,1.6,201224,185394,24,51,5,23,31,self_employed,owned,1
21,54957,16.9,24614,304358,48,87,3,78,62,salaried,owned,0
54,100018,10.5,20368,169874,24,71,8,46,98,salaried,rented,0
22,30750,10.7,173184,369655,72,78,4,41,64,self_employed,owned,1
44,49064,11.2,160732,207604,36,8,6,65,94,salaried,owned,0
38,18477,13.7,3152,356963,72,76,9,39,86,salaried,owned,1
40,93908,19.3,168803,273374,48,6,8,50,97,self_employed,rented,0
42,32871,25.0,131292,169957,48,76,10,95,62,salaried,family,0
23,41377,20.0,58927,363192,120,58,4,95,48,salaried,owned,0
52,19595,11.2,83633,202244,72,29,8,89,41,salaried,rented,1
57,33826,11.1,203102,313389,72,67,4,47,87,salaried,rented,0
31,75780,8.8,136160,287157,84,72,0,79,93,salaried,owned,0
28,108819,5.8,80425,279071,36,79,9,48,46,unemployed,rented,1
34,52736,9.0,127253,139009,48,54,3,68,39,salaried,rented,0
58,89411,1.8,215170,185262,72,67,5,87,78,salaried,rented,0
55,86936,0.7,12693,290366,60,45,1,35,62,salaried,rented,0
54,115085,11.0,22246,59744,12,8,3,20,26,salaried,rented,0
51,60543,24.3,121581,140585,120,55,3,36,55,self_employed,rented,0
53,49384,10.6,198628,69601,12,23,9,84,58,self_employed,rented,0
55,42069,20.2,18540,205032,84,85,1,79,41,self_employed,rented,0
57,33296,5.2,146182,309372,36,19,7,36,89,salaried,owned,0
48,88629,24.7,196965,193299,60,74,7,94,56,salaried,owned,0
29,35031,0.7,46065,196143,120,8,7,40,78,salaried,owned,1
44,68408,14.3,208473,116829,120,67,4,51,57,salaried,family,0
42,20203,4.1,14512,355855,12,50,0,91,46,self_employed,family,0
24,43687,21.4,118440,172216,72,6,9,42,69,self_employed,rented,0
31,73821,1.7,97388,93849,72,37,1,86,89,self_employed,family,0
53,77185,0.8,37431,85554,48,59,10,31,47,salaried,rented,1
30,46354,14.7,132349,282910,60,91,10,57,62,salaried,family,1
50,73112,16.3,172865,51385,96,73,6,74,20,unemployed,family,1
39,103008,16.7,199716,51829,96,9,7,82,33,salaried,rented,0
60,38443,18.0,64688,96151,36,75,9,94,84,salaried,owned,0
21,63504,6.7,52303,89435,24,88,2,68,37,salaried,rented,0
59,54805,9.9,184948,309114,60,54,5,63,23,salaried,owned,0
38,48430,6.4,88142,195131,120,23,10,60,21,unemployed,owned,0
25,28399,9.0,207992,349424,60,62,5,21,57,salaried,family,1
37,40405,8.5,171519,130070,36,69,8,22,49,self_employed,rented,1
51,102837,18.5,195622,201719,120,8,5,78,96,salaried,family,0
49,105723,20.5,54286,230677,36,9,1,86,90,salaried,owned,0
24,107697,22.1,117131,276965,48,9,2,86,74,salaried,family,0
43,49945,9.1,184252,341377,24,75,9,90,65,self_employed,family,0
27,104221,11.1,21099,189263,120,56,8,88,41,self_employed,rented,0
43,33822,16.7,26680,65289,48,37,6,74,76,salaried,rented,0
21,52070,13.6,1029,327207,24,27,7,36,83,self_employed,rented,0
28,29677,9.1,108909,173445,24,13,0,85,54,salaried,owned,0
33,97001,17.1,58791,321436,24,23,4,22,33,self_employed,rented,0
46,54221,13.7,113044,95645,72,83,1,23,34,salaried,owned,0
49,104004,19.9,119483,156360,12,40,3,32,28,salaried,family,0
21,91934,4.8,166895,51445,84,96,1,81,48,salaried,owned,0
60,82143,3.1,125406,300222,96,25,1,74,68,unemployed,owned,0
45,41326,8.0,89699,152695,60,51,4,78,98,self_employed,owned,0
22,83781,20.9,198258,152002,96,24,5,93,64,unemployed,rented,0
55,96431,23.6,147350,155379,96,90,5,22,33,salaried,family,1
23,40164,12.4,196618,175278,84,40,6,65,80,salaried,rented,0
44,36353,20.4,45374,149375,96,49,4,45,61,salaried,rented,0
24,33599,8.0,113000,55748,96,42,8,69,92,self_employed,owned,0
54,42613,14.3,188504,339391,60,62,9,34,71,self_employed,family,1
26,55136,7.5,92443,58920,48,27,3,35,39,salaried,rented,0
57,32770,19.1,215775,133455,96,38,2,62,84,salaried,owned,0
41,57295,8.3,178066,334195,36,66,3,78,43,salaried,owned,0
58,44255,15.2,69938,137987,60,20,8,60,22,salaried,rented,0
45,20603,9.9,3424,325470,96,56,2,54,23,salaried,owned,1
34,100929,23.2,8106,353033,36,65,3,49,86,salaried,rented,0
32,59536,12.3,216505,124568,84,91,7,40,28,salaried,owned,1
25,65177,11.3,60865,114484,96,47,3,71,49,salaried,rented,0
59,23622,5.5,30528,326017,60,35,9,72,88,salaried,family,1
33,45203,10.3,19372,357403,72,61,1,80,90,unemployed,owned,0
